fare,parch,age,sibsp,C,Q,S,female,male,class_1,class_2,class_3
29.7,0,29.8811345124283,0,1,0,0,0,1,1,0,0
53.1,0,19.0,1,0,0,1,0,1,1,0,0
53.1,0,18.0,1,0,0,1,1,0,1,0,0
49.5042,0,24.0,0,1,0,0,1,0,1,0,0
75.2417,0,46.0,0,1,0,0,0,1,1,0,0
51.8625,0,54.0,0,0,0,1,0,1,1,0,0
26.2875,0,36.0,0,0,0,1,0,1,1,0,0
82.1708,0,28.0,1,1,0,0,0,1,1,0,0
82.1708,0,29.8811345124283,1,1,0,0,1,0,1,0,0
26.55,0,65.0,0,0,0,1,0,1,1,0,0
90.0,0,44.0,2,0,1,0,0,1,1,0,0
90.0,0,33.0,1,0,1,0,1,0,1,0,0
90.0,0,37.0,1,0,1,0,1,0,1,0,0
57.75,0,30.0,1,1,0,0,0,1,1,0,0
30.5,0,55.0,0,0,0,1,0,1,1,0,0
42.4,0,47.0,0,0,0,1,0,1,1,0,0
29.7,1,37.0,0,1,0,0,0,1,1,0,0
113.275,0,31.0,1,1,0,0,1,0,1,0,0
113.275,0,23.0,1,1,0,0,1,0,1,0,0
113.275,2,58.0,0,1,0,0,0,1,1,0,0
26.2833,2,19.0,0,0,0,1,1,0,1,0,0
26.0,0,64.0,0,0,0,1,0,1,1,0,0
108.9,0,39.0,0,1,0,0,1,0,1,0,0
25.7417,0,29.8811345124283,0,1,0,0,0,1,1,0,0
61.9792,1,22.0,0,1,0,0,1,0,1,0,0
61.9792,1,65.0,0,1,0,0,0,1,1,0,0
27.7208,0,28.5,0,1,0,0,0,1,1,0,0
0.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
28.5,0,45.5,0,0,0,1,0,1,1,0,0
93.5,0,23.0,0,0,0,1,0,1,1,0,0
66.6,0,29.0,1,0,0,1,0,1,1,0,0
66.6,0,22.0,1,0,0,1,1,0,1,0,0
108.9,0,18.0,1,1,0,0,0,1,1,0,0
108.9,0,17.0,1,1,0,0,1,0,1,0,0
93.5,0,30.0,0,0,0,1,1,0,1,0,0
30.5,0,52.0,0,0,0,1,0,1,1,0,0
52.0,0,47.0,0,0,0,1,0,1,1,0,0
83.1583,1,56.0,0,1,0,0,1,0,1,0,0
0.0,0,38.0,0,0,0,1,0,1,1,0,0
39.6,0,29.8811345124283,0,0,0,1,0,1,1,0,0
135.6333,0,22.0,0,1,0,0,0,1,1,0,0
227.525,0,29.8811345124283,0,1,0,0,0,1,1,0,0
211.3375,1,43.0,0,0,0,1,1,0,1,0,0
50.4958,0,31.0,0,0,0,1,0,1,1,0,0
26.55,0,45.0,0,0,0,1,0,1,1,0,0
50.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
27.7208,0,33.0,0,1,0,0,1,0,1,0,0
79.2,0,46.0,0,1,0,0,0,1,1,0,0
40.125,0,36.0,0,1,0,0,0,1,1,0,0
86.5,0,33.0,0,0,0,1,1,0,1,0,0
59.4,0,55.0,1,1,0,0,0,1,1,0,0
59.4,0,54.0,1,1,0,0,1,0,1,0,0
26.55,0,33.0,0,0,0,1,0,1,1,0,0
262.375,2,13.0,2,1,0,0,0,1,1,0,0
262.375,2,18.0,2,1,0,0,1,0,1,0,0
262.375,2,21.0,2,1,0,0,1,0,1,0,0
262.375,3,61.0,1,1,0,0,0,1,1,0,0
262.375,3,48.0,1,1,0,0,1,0,1,0,0
30.5,0,29.8811345124283,0,0,0,1,0,1,1,0,0
69.3,0,24.0,0,1,0,0,1,0,1,0,0
26.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
57.75,0,35.0,1,1,0,0,1,0,1,0,0
31.0,0,30.0,0,1,0,0,1,0,1,0,0
26.55,0,34.0,0,0,0,1,0,1,1,0,0
153.4625,0,40.0,0,0,0,1,1,0,1,0,0
26.2875,0,35.0,0,0,0,1,0,1,1,0,0
55.9,0,50.0,1,0,0,1,0,1,1,0,0
55.9,0,39.0,1,0,0,1,1,0,1,0,0
35.5,0,56.0,0,1,0,0,0,1,1,0,0
35.5,0,28.0,0,0,0,1,0,1,1,0,0
26.55,0,56.0,0,0,0,1,0,1,1,0,0
30.6958,0,56.0,0,1,0,0,0,1,1,0,0
60.0,0,24.0,1,0,0,1,0,1,1,0,0
26.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
60.0,0,18.0,1,0,0,1,1,0,1,0,0
82.2667,0,24.0,1,0,0,1,0,1,1,0,0
82.2667,0,23.0,1,0,0,1,1,0,1,0,0
134.5,2,6.0,0,1,0,0,0,1,1,0,0
134.5,1,45.0,1,1,0,0,0,1,1,0,0
134.5,1,40.0,1,1,0,0,1,0,1,0,0
146.5208,0,57.0,1,1,0,0,0,1,1,0,0
146.5208,0,29.8811345124283,1,1,0,0,1,0,1,0,0
30.5,0,32.0,0,1,0,0,0,1,1,0,0
26.55,0,62.0,0,0,0,1,0,1,1,0,0
55.4417,0,54.0,1,1,0,0,0,1,1,0,0
55.4417,0,43.0,1,1,0,0,1,0,1,0,0
78.2667,0,52.0,1,1,0,0,1,0,1,0,0
27.7208,0,29.8811345124283,0,1,0,0,0,1,1,0,0
80.0,0,62.0,0,0,0,0,1,0,1,0,0
221.7792,0,67.0,1,0,0,1,0,1,1,0,0
221.7792,0,63.0,1,0,0,1,1,0,1,0,0
32.3208,0,61.0,0,0,0,1,0,1,1,0,0
25.9292,0,48.0,0,0,0,1,1,0,1,0,0
79.65,2,18.0,0,0,0,1,1,0,1,0,0
79.65,1,52.0,1,0,0,1,0,1,1,0,0
79.65,1,39.0,1,0,0,1,1,0,1,0,0
52.0,0,48.0,1,0,0,1,0,1,1,0,0
52.0,0,29.8811345124283,1,0,0,1,1,0,1,0,0
110.8833,1,49.0,1,1,0,0,0,1,1,0,0
110.8833,2,17.0,0,1,0,0,0,1,1,0,0
110.8833,1,39.0,1,1,0,0,1,0,1,0,0
79.2,0,29.8811345124283,0,1,0,0,1,0,1,0,0
28.5375,0,31.0,0,1,0,0,0,1,1,0,0
27.7208,0,40.0,0,1,0,0,0,1,1,0,0
33.5,0,61.0,0,0,0,1,0,1,1,0,0
34.0208,0,47.0,0,0,0,1,0,1,1,0,0
512.3292,0,35.0,0,1,0,0,1,0,1,0,0
75.25,0,64.0,1,1,0,0,0,1,1,0,0
75.25,0,60.0,1,1,0,0,1,0,1,0,0
26.55,0,60.0,0,0,0,1,0,1,1,0,0
77.2875,1,54.0,0,0,0,1,0,1,1,0,0
77.2875,1,21.0,0,0,0,1,0,1,1,0,0
135.6333,0,55.0,0,1,0,0,1,0,1,0,0
164.8667,2,31.0,0,0,0,1,1,0,1,0,0
164.8667,1,57.0,1,0,0,1,0,1,1,0,0
164.8667,1,45.0,1,0,0,1,1,0,1,0,0
211.5,1,50.0,1,1,0,0,0,1,1,0,0
211.5,2,27.0,0,1,0,0,0,1,1,0,0
211.5,1,50.0,1,1,0,0,1,0,1,0,0
26.55,0,21.0,0,0,0,1,1,0,1,0,0
61.3792,1,51.0,0,1,0,0,0,1,1,0,0
61.3792,1,21.0,0,1,0,0,0,1,1,0,0
35.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
134.5,0,31.0,0,1,0,0,1,0,1,0,0
35.5,0,29.8811345124283,0,0,0,1,0,1,1,0,0
26.55,0,62.0,0,0,0,1,0,1,1,0,0
135.6333,0,36.0,0,1,0,0,1,0,1,0,0
24.0,0,30.0,1,1,0,0,0,1,0,1,0
24.0,0,28.0,1,1,0,0,1,0,0,1,0
13.0,0,30.0,0,0,0,1,0,1,0,1,0
11.5,0,18.0,0,0,0,1,0,1,0,1,0
10.5,0,25.0,0,0,0,1,0,1,0,1,0
26.0,0,34.0,1,0,0,1,0,1,0,1,0
26.0,0,36.0,1,0,0,1,1,0,0,1,0
13.0,0,57.0,0,0,0,1,0,1,0,1,0
11.5,0,18.0,0,0,0,1,0,1,0,1,0
10.5,0,23.0,0,0,0,1,0,1,0,1,0
13.0,0,36.0,0,0,0,1,1,0,0,1,0
10.5,0,28.0,0,0,0,1,0,1,0,1,0
12.525,0,51.0,0,0,0,1,0,1,0,1,0
26.0,0,32.0,1,0,0,1,0,1,0,1,0
26.0,0,19.0,1,0,0,1,1,0,0,1,0
26.0,0,28.0,0,0,0,1,0,1,0,1,0
39.0,1,1.0,2,0,0,1,0,1,0,1,0
39.0,1,4.0,2,0,0,1,1,0,0,1,0
39.0,1,12.0,2,0,0,1,1,0,0,1,0
39.0,3,36.0,0,0,0,1,1,0,0,1,0
13.0,0,34.0,0,0,0,1,0,1,0,1,0
13.0,0,19.0,0,0,0,1,1,0,0,1,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
13.0,0,26.0,0,0,0,1,0,1,0,1,0
13.0,0,42.0,0,0,0,1,0,1,0,1,0
13.0,0,27.0,0,0,0,1,0,1,0,1,0
13.0,0,24.0,0,0,0,1,1,0,0,1,0
39.0,2,15.0,0,0,0,1,1,0,0,1,0
39.0,1,60.0,1,0,0,1,0,1,0,1,0
39.0,1,40.0,1,0,0,1,1,0,0,1,0
26.0,0,20.0,1,0,0,1,1,0,0,1,0
26.0,0,25.0,1,0,0,1,0,1,0,1,0
13.0,0,36.0,0,0,0,1,1,0,0,1,0
13.0,0,25.0,0,0,0,1,0,1,0,1,0
13.0,0,42.0,0,0,0,1,0,1,0,1,0
13.0,0,42.0,0,0,0,1,1,0,0,1,0
29.0,2,0.8333,0,0,0,1,0,1,0,1,0
29.0,1,26.0,1,0,0,1,0,1,0,1,0
29.0,1,22.0,1,0,0,1,1,0,0,1,0
21.0,0,35.0,0,0,0,1,1,0,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
13.0,0,19.0,0,0,0,1,0,1,0,1,0
26.0,0,44.0,1,0,0,1,1,0,0,1,0
26.0,0,54.0,1,0,0,1,0,1,0,1,0
13.5,0,52.0,0,0,0,1,0,1,0,1,0
26.0,0,37.0,1,0,0,1,0,1,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
30.0,1,25.0,1,0,0,1,1,0,0,1,0
30.0,2,45.0,0,0,0,1,1,0,0,1,0
26.0,0,29.0,1,0,0,1,0,1,0,1,0
26.0,0,28.0,1,0,0,1,1,0,0,1,0
10.5,0,29.0,0,0,0,1,0,1,0,1,0
13.0,0,28.0,0,0,0,1,0,1,0,1,0
10.5,0,24.0,0,0,0,1,0,1,0,1,0
26.25,2,8.0,0,0,0,1,1,0,0,1,0
26.25,1,31.0,1,0,0,1,0,1,0,1,0
26.25,1,31.0,1,0,0,1,1,0,0,1,0
10.5,0,22.0,0,0,0,1,1,0,0,1,0
13.0,0,30.0,0,0,0,1,1,0,0,1,0
21.0,0,29.8811345124283,0,0,0,1,1,0,0,1,0
11.5,0,21.0,0,0,0,1,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
36.75,1,8.0,1,0,0,1,0,1,0,1,0
73.5,0,18.0,0,0,0,1,0,1,0,1,0
36.75,2,48.0,0,0,0,1,1,0,0,1,0
13.0,0,28.0,0,0,0,1,1,0,0,1,0
13.0,0,32.0,0,0,0,1,0,1,0,1,0
73.5,0,17.0,0,0,0,1,0,1,0,1,0
27.7208,0,29.0,1,1,0,0,0,1,0,1,0
27.7208,0,24.0,1,1,0,0,1,0,0,1,0
31.5,0,25.0,0,0,0,1,0,1,0,1,0
73.5,0,18.0,0,0,0,1,0,1,0,1,0
23.0,1,18.0,0,0,0,1,1,0,0,1,0
23.0,1,34.0,0,0,0,1,1,0,0,1,0
26.0,0,54.0,0,0,0,1,0,1,0,1,0
32.5,2,8.0,0,0,0,1,0,1,0,1,0
32.5,1,42.0,1,0,0,1,0,1,0,1,0
32.5,1,34.0,1,0,0,1,1,0,0,1,0
13.8583,0,27.0,1,1,0,0,1,0,0,1,0
13.8583,0,30.0,1,1,0,0,1,0,0,1,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
13.0,0,21.0,0,0,0,1,0,1,0,1,0
13.0,0,18.0,0,0,0,1,0,1,0,1,0
26.0,0,40.0,1,0,0,1,0,1,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
10.5,0,18.0,0,0,0,1,0,1,0,1,0
13.0,0,36.0,0,0,0,1,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
13.0,0,38.0,0,0,0,1,1,0,0,1,0
26.0,0,35.0,0,0,0,1,0,1,0,1,0
21.0,0,38.0,1,0,0,1,0,1,0,1,0
21.0,0,34.0,1,0,0,1,0,1,0,1,0
13.0,0,34.0,0,0,0,1,1,0,0,1,0
26.0,0,16.0,0,0,0,1,0,1,0,1,0
10.5,0,26.0,0,0,0,1,0,1,0,1,0
10.5,0,47.0,0,0,0,1,0,1,0,1,0
11.5,0,21.0,1,0,0,1,0,1,0,1,0
11.5,0,21.0,1,0,0,1,0,1,0,1,0
13.5,0,24.0,0,0,0,1,0,1,0,1,0
13.0,0,24.0,0,0,0,1,0,1,0,1,0
13.0,0,34.0,0,0,0,1,0,1,0,1,0
13.0,0,30.0,0,0,0,1,0,1,0,1,0
13.0,0,52.0,0,0,0,1,0,1,0,1,0
13.0,0,30.0,0,0,0,1,0,1,0,1,0
14.5,1,0.6667,1,0,0,1,0,1,0,1,0
14.5,2,24.0,0,0,0,1,1,0,0,1,0
13.0,0,44.0,0,0,0,1,0,1,0,1,0
33.0,1,6.0,0,0,0,1,1,0,0,1,0
33.0,1,28.0,0,0,0,1,0,1,0,1,0
10.5,0,62.0,0,0,0,1,0,1,0,1,0
10.5,0,30.0,0,0,0,1,0,1,0,1,0
26.25,2,7.0,0,0,0,1,1,0,0,1,0
26.25,1,43.0,1,0,0,1,0,1,0,1,0
26.25,1,45.0,1,0,0,1,1,0,0,1,0
65.0,2,24.0,1,0,0,1,1,0,0,1,0
65.0,2,24.0,1,0,0,1,1,0,0,1,0
65.0,2,49.0,1,0,0,1,0,1,0,1,0
65.0,2,48.0,1,0,0,1,1,0,0,1,0
16.0,0,55.0,0,0,0,1,1,0,0,1,0
73.5,0,24.0,2,0,0,1,0,1,0,1,0
73.5,0,32.0,2,0,0,1,0,1,0,1,0
73.5,0,21.0,2,0,0,1,0,1,0,1,0
13.0,1,18.0,1,0,0,1,1,0,0,1,0
23.0,1,20.0,2,0,0,1,1,0,0,1,0
11.5,1,23.0,2,0,0,1,0,1,0,1,0
13.0,0,36.0,0,0,0,1,0,1,0,1,0
23.0,3,54.0,1,0,0,1,1,0,0,1,0
13.0,0,50.0,0,0,0,1,0,1,0,1,0
26.0,0,44.0,1,0,0,1,0,1,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
73.5,0,21.0,0,0,0,1,0,1,0,1,0
13.0,0,42.0,0,0,0,1,0,1,0,1,0
26.0,0,63.0,1,0,0,1,0,1,0,1,0
26.0,0,60.0,1,0,0,1,1,0,0,1,0
12.275,0,33.0,0,0,0,1,0,1,0,1,0
10.5,0,17.0,0,0,0,1,1,0,0,1,0
27.0,0,42.0,1,0,0,1,0,1,0,1,0
27.0,1,24.0,2,0,0,1,1,0,0,1,0
15.0,0,47.0,0,0,0,1,0,1,0,1,0
31.5,0,24.0,2,0,0,1,0,1,0,1,0
31.5,0,22.0,2,0,0,1,0,1,0,1,0
10.5,0,32.0,0,0,0,1,0,1,0,1,0
13.7917,0,23.0,0,1,0,0,1,0,0,1,0
26.0,0,34.0,1,0,0,1,0,1,0,1,0
26.0,0,24.0,1,0,0,1,1,0,0,1,0
21.0,0,22.0,0,0,0,1,1,0,0,1,0
12.35,0,29.8811345124283,0,0,1,0,1,0,0,1,0
12.35,0,35.0,0,0,1,0,0,1,0,1,0
13.5,0,45.0,0,0,0,1,1,0,0,1,0
12.35,0,57.0,0,0,1,0,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
10.5,0,31.0,0,0,0,1,0,1,0,1,0
26.0,1,26.0,1,0,0,1,1,0,0,1,0
26.0,1,30.0,1,0,0,1,0,1,0,1,0
10.7083,0,29.8811345124283,0,0,1,0,0,1,0,1,0
41.5792,2,1.0,1,1,0,0,1,0,0,1,0
41.5792,2,3.0,1,1,0,0,1,0,0,1,0
41.5792,2,25.0,1,1,0,0,0,1,0,1,0
41.5792,2,22.0,1,1,0,0,1,0,0,1,0
12.0,0,17.0,0,1,0,0,1,0,0,1,0
33.0,0,29.8811345124283,0,0,0,1,1,0,0,1,0
10.5,0,34.0,0,0,0,1,1,0,0,1,0
