fare,parch,age,sibsp,C,Q,S,female,male,class_1,class_2,class_3
7.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
8.9625,0,22.0,0,0,0,1,1,0,0,0,1
262.375,3,61.0,1,1,0,0,0,1,1,0,0
42.4,0,47.0,0,0,0,1,0,1,1,0,0
90.0,0,35.0,1,0,0,1,1,0,1,0,0
6.4375,0,29.8811345124283,1,1,0,0,0,1,0,0,1
13.0,0,30.0,0,0,0,1,1,0,0,1,0
14.5,1,0.6667,1,0,0,1,0,1,0,1,0
7.0542,0,17.0,1,0,0,1,0,1,0,0,1
14.4583,0,29.8811345124283,0,1,0,0,0,1,0,0,1
13.0,0,30.0,0,0,0,1,0,1,0,1,0
61.3792,1,21.0,0,1,0,0,0,1,1,0,0
13.0,0,31.0,0,0,0,1,0,1,0,1,0
14.4542,0,27.0,1,1,0,0,0,1,0,0,1
30.0708,0,14.0,1,1,0,0,1,0,0,1,0
26.0,1,8.0,1,0,0,1,1,0,0,1,0
26.25,2,8.0,0,0,0,1,1,0,0,1,0
7.55,0,29.8811345124283,0,0,0,1,0,1,0,0,1
39.6,0,29.8811345124283,0,1,0,0,0,1,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.8958,0,26.0,0,0,0,1,0,1,0,0,1
15.5792,0,29.8811345124283,0,1,0,0,0,1,0,1,0
10.5,0,57.0,0,0,0,1,1,0,0,1,0
13.8583,0,29.0,0,1,0,0,0,1,0,1,0
90.0,0,33.0,1,0,1,0,1,0,1,0,0
93.5,0,30.0,0,0,0,1,1,0,1,0,0
83.475,0,45.0,1,0,0,1,0,1,1,0,0
7.7375,0,29.8811345124283,0,0,1,0,1,0,0,0,1
15.7417,1,19.0,1,1,0,0,1,0,0,0,1
69.55,2,29.8811345124283,8,0,0,1,1,0,0,0,1
11.5,0,21.0,0,0,0,1,0,1,0,1,0
7.8958,0,33.0,0,0,0,1,0,1,0,0,1
41.5792,2,25.0,1,1,0,0,0,1,0,1,0
153.4625,1,38.0,0,0,0,1,0,1,1,0,0
41.5792,2,1.0,1,1,0,0,1,0,0,1,0
9.35,1,0.8333,0,0,0,1,0,1,0,0,1
81.8583,1,54.0,1,0,0,1,1,0,1,0,0
13.0,0,26.0,0,0,0,1,0,1,0,1,0
7.25,0,22.0,0,0,0,1,0,1,0,0,1
7.25,0,22.0,0,0,0,1,1,0,0,0,1
120.0,2,36.0,1,0,0,1,0,1,1,0,0
7.6292,0,29.8811345124283,0,0,1,0,1,0,0,0,1
10.5,0,30.0,0,0,0,1,0,1,0,1,0
26.55,0,34.0,0,0,0,1,0,1,1,0,0
24.15,2,10.0,0,0,0,1,1,0,0,0,1
73.5,0,17.0,0,0,0,1,0,1,0,1,0
19.5,1,41.0,0,0,0,1,1,0,0,1,0
10.5,0,17.0,0,0,0,1,1,0,0,1,0
0.0,0,38.0,0,0,0,1,0,1,1,0,0
7.925,0,27.0,0,0,0,1,1,0,0,0,1
46.9,2,9.0,5,0,0,1,0,1,0,0,1
7.5792,0,32.0,0,0,0,1,0,1,0,0,1
136.7792,0,27.0,1,1,0,0,0,1,1,0,0
7.75,0,21.0,0,0,1,0,1,0,0,0,1
7.8542,0,23.0,0,0,0,1,1,0,0,0,1
10.5,0,27.0,0,0,0,1,1,0,0,1,0
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
13.5,0,52.0,0,0,0,1,0,1,0,1,0
34.0208,0,47.0,0,0,0,1,0,1,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
16.1,0,29.8811345124283,1,0,0,1,0,1,0,0,1
30.5,0,27.0,0,0,0,1,0,1,1,0,0
8.1375,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.225,0,25.0,0,1,0,0,0,1,0,0,1
7.925,0,29.0,0,0,0,1,1,0,0,0,1
7.775,0,18.0,0,0,0,1,0,1,0,0,1
26.55,1,64.0,1,0,0,1,1,0,1,0,0
7.7333,0,31.0,0,0,1,0,0,1,0,0,1
12.7375,0,30.0,0,1,0,0,0,1,0,1,0
17.8,0,18.0,1,0,0,1,1,0,0,0,1
211.3375,0,39.0,0,0,0,1,1,0,1,0,0
41.5792,2,22.0,1,1,0,0,1,0,0,1,0
0.0,0,40.0,0,0,0,1,0,1,1,0,0
7.925,0,25.0,0,0,0,1,0,1,0,0,1
153.4625,1,58.0,0,0,0,1,1,0,1,0,0
8.05,0,30.5,0,0,0,1,0,1,0,0,1
8.6625,0,27.0,0,0,0,1,0,1,0,0,1
14.4542,0,29.8811345124283,1,1,0,0,0,1,0,0,1
7.925,0,44.0,0,0,0,1,0,1,0,0,1
7.225,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.25,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8542,0,28.0,0,0,0,1,0,1,0,0,1
7.8542,0,20.0,0,0,0,1,0,1,0,0,1
11.5,0,21.0,1,0,0,1,0,1,0,1,0
13.8625,0,20.0,0,1,0,0,0,1,0,1,0
27.9,4,40.0,1,0,0,1,0,1,0,0,1
26.55,0,65.0,0,0,0,1,0,1,1,0,0
7.775,0,29.0,0,0,0,1,0,1,0,0,1
9.8458,0,20.0,0,0,0,1,0,1,0,0,1
35.5,0,56.0,0,1,0,0,0,1,1,0,0
49.5,2,22.0,0,1,0,0,1,0,1,0,0
7.8958,0,30.0,0,0,0,1,0,1,0,0,1
26.0,0,35.0,0,0,0,1,0,1,0,1,0
26.25,2,7.0,0,0,0,1,1,0,0,1,0
13.0,0,48.0,0,0,0,1,0,1,0,1,0
8.6625,0,24.0,0,0,0,1,0,1,0,0,1
7.8958,0,19.0,0,0,0,1,0,1,0,0,1
26.55,0,29.8811345124283,0,0,0,1,0,1,1,0,0
8.6625,0,21.0,0,0,0,1,0,1,0,0,1
24.0,0,30.0,1,1,0,0,0,1,0,1,0
39.0,1,40.0,1,0,0,1,1,0,0,1,0
39.6875,1,1.0,4,0,0,1,0,1,0,0,1
7.7958,0,18.0,0,0,0,1,0,1,0,0,1
13.775,1,0.75,1,0,0,1,0,1,0,0,1
7.8875,0,29.8811345124283,0,0,0,1,0,1,0,0,1
53.1,0,27.0,1,0,0,1,0,1,1,0,0
25.4667,1,29.8811345124283,3,0,0,1,1,0,0,0,1
7.775,0,33.0,0,0,0,1,0,1,0,0,1
7.8958,0,28.0,0,0,0,1,1,0,0,0,1
26.55,0,56.0,0,0,0,1,0,1,1,0,0
14.5,0,29.8811345124283,0,0,0,1,0,1,0,0,1
14.4,2,0.3333,0,0,0,1,0,1,0,0,1
15.5,0,29.8811345124283,0,0,1,0,0,1,0,0,1
8.6625,0,22.0,2,0,0,1,1,0,0,0,1
9.5875,0,63.0,0,0,0,1,1,0,0,0,1
6.4375,0,29.8811345124283,0,1,0,0,0,1,0,0,1
83.1583,1,56.0,0,1,0,0,1,0,1,0,0
13.0,0,34.0,0,0,0,1,0,1,0,1,0
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
8.05,0,34.0,0,0,0,1,0,1,0,0,1
51.4792,0,53.0,2,0,0,1,1,0,1,0,0
7.8792,0,18.0,0,0,1,0,1,0,0,0,1
82.1708,0,28.0,1,1,0,0,0,1,1,0,0
46.9,2,10.0,5,0,0,1,1,0,0,0,1
24.15,0,39.0,0,0,0,1,0,1,0,0,1
211.3375,0,29.0,0,0,0,1,1,0,1,0,0
7.25,0,20.5,0,0,0,1,0,1,0,0,1
7.775,0,74.0,0,0,0,1,0,1,0,0,1
15.85,0,28.0,1,0,0,1,0,1,0,0,1
14.5,0,29.8811345124283,0,0,0,1,0,1,0,0,1
8.05,0,30.0,0,0,0,1,0,1,0,0,1
113.275,0,31.0,1,1,0,0,1,0,1,0,0
8.05,0,17.0,2,0,0,1,0,1,0,0,1
7.2292,0,13.0,0,1,0,0,1,0,0,0,1
164.8667,2,31.0,0,0,0,1,1,0,1,0,0
21.0,0,34.0,1,0,0,1,0,1,0,1,0
7.8542,0,26.0,0,0,0,1,1,0,0,0,1
8.6625,0,26.0,2,0,0,1,0,1,0,0,1
13.0,0,25.0,0,0,0,1,0,1,0,1,0
14.5,1,11.5,1,0,0,1,0,1,0,0,1
34.375,2,9.0,2,0,0,1,1,0,0,0,1
69.55,9,29.8811345124283,1,0,0,1,1,0,0,0,1
0.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
21.075,1,2.0,3,0,0,1,0,1,0,0,1
7.7333,0,29.8811345124283,0,0,1,0,1,0,0,0,1
29.7,0,58.0,0,1,0,0,0,1,1,0,0
55.4417,0,54.0,1,1,0,0,0,1,1,0,0
8.7125,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.3125,0,29.8811345124283,0,0,0,1,0,1,0,0,1
8.05,0,24.0,0,0,0,1,0,1,0,0,1
134.5,2,6.0,0,1,0,0,0,1,1,0,0
14.5,0,47.0,1,0,0,1,1,0,0,0,1
24.15,0,29.8811345124283,1,0,1,0,0,1,0,0,1
10.5,0,35.0,0,0,0,1,0,1,0,1,0
26.0,1,30.0,1,0,0,1,0,1,0,1,0
61.3792,1,51.0,0,1,0,0,0,1,1,0,0
91.0792,0,19.0,1,1,0,0,1,0,1,0,0
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
26.55,0,48.0,0,0,0,1,0,1,1,0,0
7.75,0,65.0,0,0,1,0,0,1,0,0,1
27.7208,0,40.0,0,1,0,0,0,1,1,0,0
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.575,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.775,0,19.0,0,0,0,1,0,1,0,0,1
7.775,0,18.0,0,0,0,1,1,0,0,0,1
14.4542,0,29.8811345124283,1,1,0,0,1,0,0,0,1
6.8583,0,29.8811345124283,0,0,1,0,0,1,0,0,1
8.05,0,50.0,0,0,0,1,0,1,0,0,1
7.725,0,22.0,0,0,1,0,1,0,0,0,1
53.1,0,37.0,1,0,0,1,0,1,1,0,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
12.35,0,61.0,0,0,1,0,0,1,0,1,0
26.55,0,60.0,0,0,0,1,0,1,1,0,0
7.7958,0,22.0,0,0,0,1,0,1,0,0,1
6.95,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.55,0,24.0,0,0,0,1,0,1,0,0,1
10.5,0,23.0,0,0,0,1,0,1,0,1,0
13.0,0,41.0,0,0,0,1,0,1,0,1,0
7.2292,1,17.0,1,1,0,0,0,1,0,0,1
262.375,0,45.0,0,1,0,0,1,0,1,0,0
7.925,0,21.0,0,0,0,1,0,1,0,0,1
27.7208,0,33.0,0,1,0,0,1,0,1,0,0
56.4958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
10.5,0,66.0,0,0,0,1,0,1,0,1,0
26.0,0,24.0,1,0,0,1,1,0,0,1,0
26.55,0,62.0,0,0,0,1,0,1,1,0,0
6.975,0,27.0,0,0,0,1,0,1,0,0,1
56.4958,0,32.0,0,0,0,1,0,1,0,0,1
93.5,0,23.0,0,0,0,1,0,1,1,0,0
13.0,0,42.0,0,0,0,1,1,0,0,1,0
7.0458,0,29.0,1,0,0,1,0,1,0,0,1
120.0,2,11.0,1,0,0,1,0,1,1,0,0
23.0,1,4.0,1,0,0,1,1,0,0,1,0
46.9,2,14.0,5,0,0,1,0,1,0,0,1
6.4958,0,34.0,0,0,0,1,0,1,0,0,1
13.0,0,30.0,0,0,0,1,0,1,0,1,0
23.45,2,29.8811345124283,1,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
8.3,0,18.0,0,0,0,1,0,1,0,0,1
7.0542,0,51.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
247.5208,1,50.0,0,1,0,0,1,0,1,0,0
13.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
34.375,2,18.0,2,0,0,1,0,1,0,0,1
26.0,2,33.0,0,0,0,1,1,0,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
31.275,2,6.0,4,0,0,1,1,0,0,0,1
18.7875,0,11.0,0,1,0,0,0,1,0,0,1
7.25,0,22.0,1,0,0,1,0,1,0,0,1
86.5,0,30.0,0,0,0,1,1,0,1,0,0
49.5042,0,71.0,0,1,0,0,0,1,1,0,0
13.8583,0,30.0,1,1,0,0,1,0,0,1,0
34.375,2,21.0,2,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
45.5,0,30.0,0,0,0,1,0,1,1,0,0
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
13.0,0,44.0,0,0,0,1,0,1,0,1,0
15.85,0,32.0,1,0,0,1,0,1,0,0,1
9.5875,0,37.0,0,0,0,1,1,0,0,0,1
21.6792,0,29.8811345124283,2,1,0,0,0,1,0,0,1
7.8958,0,40.0,0,0,0,1,0,1,0,0,1
21.0,0,27.0,1,0,0,1,1,0,0,1,0
25.9292,0,49.0,0,0,0,1,1,0,1,0,0
10.5,0,19.0,0,0,0,1,0,1,0,1,0
31.275,5,39.0,1,0,0,1,1,0,0,0,1
11.1333,1,1.0,1,0,0,1,1,0,0,0,1
7.2292,0,25.0,0,1,0,0,0,1,0,0,1
7.8958,0,22.0,0,0,0,1,0,1,0,0,1
23.25,0,29.8811345124283,2,0,1,0,1,0,0,0,1
16.7,2,24.0,0,0,0,1,1,0,0,0,1
7.2292,0,20.0,0,1,0,0,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.225,0,20.0,0,1,0,0,0,1,0,0,1
6.975,0,45.0,0,0,0,1,0,1,0,0,1
0.0,0,49.0,0,0,0,1,0,1,1,0,0
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
26.0,0,29.0,1,0,0,1,1,0,0,1,0
13.0,0,26.0,0,0,0,1,0,1,0,1,0
7.8958,0,19.0,0,0,0,1,0,1,0,0,1
8.6625,0,21.0,0,0,0,1,1,0,0,0,1
7.8792,0,27.0,0,0,1,0,1,0,0,0,1
8.05,0,33.0,0,0,0,1,0,1,0,0,1
30.5,0,41.0,0,0,0,1,0,1,1,0,0
7.775,0,18.0,0,0,0,1,1,0,0,0,1
76.7292,0,49.0,1,1,0,0,1,0,1,0,0
11.1333,1,4.0,1,0,0,1,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,1,0,0,0,1
8.05,0,29.8811345124283,0,0,0,1,1,0,0,0,1
7.05,0,35.0,0,0,0,1,0,1,0,0,1
27.7208,0,55.0,0,1,0,0,1,0,1,0,0
7.75,0,21.0,0,0,1,0,0,1,0,0,1
16.1,0,28.5,0,0,0,1,0,1,0,0,1
7.65,0,25.0,0,0,0,1,0,1,0,0,1
75.25,0,60.0,1,1,0,0,1,0,1,0,0
27.7208,0,29.8811345124283,0,1,0,0,1,0,1,0,0
21.0,0,29.8811345124283,0,0,0,1,1,0,0,1,0
21.0,0,31.0,0,0,0,1,1,0,0,1,0
7.8542,0,21.0,0,0,0,1,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
12.475,1,6.0,0,0,0,1,0,1,0,0,1
24.15,1,30.0,1,0,0,1,1,0,0,0,1
26.0,0,19.0,1,0,0,1,1,0,0,1,0
41.5792,2,3.0,1,1,0,0,1,0,0,1,0
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
12.0,0,17.0,0,1,0,0,1,0,0,1,0
69.55,2,29.8811345124283,8,0,0,1,0,1,0,0,1
7.8958,0,35.0,0,1,0,0,0,1,0,0,1
9.5,0,16.0,0,0,0,1,0,1,0,0,1
9.5,0,33.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
13.8583,0,27.0,1,1,0,0,1,0,0,1,0
50.0,0,55.0,0,0,0,1,0,1,1,0,0
10.5,0,19.0,0,0,0,1,0,1,0,1,0
15.0,0,47.0,0,0,0,1,0,1,0,1,0
13.5,0,45.0,0,0,0,1,1,0,0,1,0
12.1833,1,1.0,1,0,0,1,1,0,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.4958,0,18.0,0,0,0,1,1,0,0,0,1
76.2917,0,32.0,0,1,0,0,1,0,1,0,0
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
18.0,0,18.0,2,0,0,1,1,0,0,0,1
7.25,0,59.0,0,0,0,1,0,1,0,0,1
22.525,0,28.0,0,0,0,1,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
13.0,0,34.0,0,0,0,1,0,1,0,1,0
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
14.4542,0,26.0,1,1,0,0,0,1,0,0,1
93.5,1,55.0,1,0,0,1,0,1,1,0,0
13.0,0,27.0,0,0,0,1,0,1,0,1,0
8.05,0,22.0,0,0,0,1,0,1,0,0,1
7.8542,1,18.0,1,0,0,1,0,1,0,0,1
14.4,1,34.0,1,0,0,1,0,1,0,0,1
46.9,6,43.0,1,0,0,1,1,0,0,0,1
15.5,0,29.8811345124283,1,0,1,0,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
22.525,0,28.0,0,0,0,1,0,1,0,0,1
7.775,0,22.0,0,0,0,1,1,0,0,0,1
39.4,1,51.0,0,0,0,1,1,0,1,0,0
46.9,2,1.0,5,0,0,1,0,1,0,0,1
13.0,0,30.0,0,0,0,1,0,1,0,1,0
135.6333,0,22.0,0,1,0,0,0,1,1,0,0
7.8958,0,25.0,0,0,0,1,0,1,0,0,1
18.0,0,31.0,1,0,0,1,1,0,0,0,1
7.225,0,26.5,0,1,0,0,0,1,0,0,1
7.8958,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.925,0,37.0,2,0,0,1,0,1,0,0,1
23.0,1,20.0,2,0,0,1,1,0,0,1,0
13.0,2,18.0,0,0,0,1,1,0,0,1,0
26.0,0,34.0,1,0,0,1,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
75.25,0,64.0,1,1,0,0,0,1,1,0,0
8.05,0,16.0,0,0,0,1,0,1,0,0,1
7.8958,0,29.0,0,1,0,0,0,1,0,0,1
263.0,2,28.0,3,0,0,1,1,0,1,0,0
79.65,1,39.0,1,0,0,1,1,0,1,0,0
27.7208,0,24.0,1,1,0,0,1,0,0,1,0
16.1,0,19.0,1,0,0,1,1,0,0,0,1
9.35,1,18.0,0,0,0,1,1,0,0,0,1
13.0,0,24.0,0,0,0,1,1,0,0,1,0
8.6542,0,33.0,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
81.8583,1,53.0,1,0,0,1,0,1,1,0,0
27.75,2,0.9167,1,0,0,1,1,0,0,1,0
211.5,0,32.5,0,1,0,0,0,1,1,0,0
26.0,1,50.0,0,0,0,1,1,0,0,1,0
75.2417,0,36.0,0,1,0,0,0,1,1,0,0
30.6958,0,29.8811345124283,0,1,0,0,0,1,1,0,0
29.125,1,2.0,4,0,1,0,0,1,0,0,1
65.0,0,14.0,0,0,0,1,0,1,0,1,0
15.85,0,33.0,3,0,0,1,1,0,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
113.275,2,58.0,0,1,0,0,0,1,1,0,0
7.75,0,18.0,0,0,0,1,0,1,0,0,1
7.775,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.775,0,32.0,0,0,0,1,0,1,0,0,1
56.4958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
21.075,1,3.0,3,0,0,1,1,0,0,0,1
29.7,1,37.0,0,1,0,0,0,1,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
34.375,3,16.0,1,0,0,1,0,1,0,0,1
28.5375,0,31.0,0,1,0,0,0,1,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
29.0,1,22.0,1,0,0,1,1,0,0,1,0
7.8542,0,14.0,0,0,0,1,1,0,0,0,1
20.25,1,35.0,1,0,0,1,1,0,0,0,1
17.8,0,25.0,1,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
26.0,1,25.0,0,0,0,1,1,0,0,1,0
31.3875,5,38.0,1,0,0,1,1,0,0,0,1
30.5,0,29.8811345124283,0,0,0,1,0,1,1,0,0
7.775,2,38.0,4,0,0,1,1,0,0,0,1
8.05,0,23.0,0,0,0,1,1,0,0,0,1
8.05,0,19.0,0,0,0,1,0,1,0,0,1
79.2,0,24.0,0,1,0,0,0,1,1,0,0
39.0,3,36.0,0,0,0,1,1,0,0,1,0
12.875,0,29.8811345124283,0,0,0,1,0,1,0,1,0
7.8542,0,23.0,0,0,0,1,0,1,0,0,1
33.0,1,28.0,0,0,0,1,0,1,0,1,0
19.2583,3,24.0,0,1,0,0,1,0,0,0,1
23.25,0,29.8811345124283,2,0,1,0,0,1,0,0,1
10.5,0,50.0,0,0,0,1,1,0,0,1,0
31.3875,2,5.0,4,0,0,1,1,0,0,0,1
15.9,2,36.0,0,0,0,1,1,0,0,0,1
7.0,0,47.0,1,0,0,1,1,0,0,0,1
10.5167,0,22.0,0,0,0,1,1,0,0,0,1
15.9,1,9.0,1,0,0,1,0,1,0,0,1
7.775,0,25.0,1,0,0,1,0,1,0,0,1
52.0,2,27.0,1,0,0,1,1,0,1,0,0
211.5,1,50.0,1,1,0,0,1,0,1,0,0
8.05,0,35.0,0,0,0,1,0,1,0,0,1
8.05,0,28.0,0,0,0,1,0,1,0,0,1
12.2875,1,2.0,0,0,0,1,1,0,0,0,1
49.5042,0,24.0,0,1,0,0,1,0,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
27.9,2,2.0,3,0,0,1,1,0,0,0,1
23.0,1,2.0,1,0,0,1,0,1,0,1,0
30.0708,0,32.5,1,1,0,0,0,1,0,1,0
9.2167,0,16.0,0,0,0,1,0,1,0,0,1
7.05,0,20.0,0,0,0,1,0,1,0,0,1
7.05,0,38.0,0,0,0,1,0,1,0,0,1
7.8958,0,27.0,0,0,0,1,0,1,0,0,1
7.8292,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.8958,0,28.0,0,0,0,1,0,1,0,0,1
13.0,0,25.0,0,0,0,1,0,1,0,1,0
